"","Sno","Province","Coal Field","District","Mine","Notes","Worked by Joint Stock Companies","Worked by private owners","Worked by Government of India","Non-Act mines","When Opened","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","lat_manual","long_manual","geo","coordinates.lon","coordinates.lat"
"1",  1,"Burma",NA,"Shwebo","Kyetsubin",NA,NA,NA,NA,NA,"1890",    0,    0,8720,   0,   0, 0, 0, 0, 0,       0,"22.783333"," 95.966667","Shwebo District, Kyetsubin",78.96288,20.59368
"2",  2,"Burma",NA,"Shwebo","Letkakpin",NA,NA,NA,NA,NA,"1890",12466,13302, 586,1105,   0, 0, 0, 0, 0,       0,"23.51700261662423"," 95.48306014269644","Shwebo District, Letkakpin",78.96288,20.59368
"3",  3,"Burma",NA,"Upper Chindwin","Thitchauk",NA, 1,NA,NA,NA,"1905",    0,    0,   0,   0,1222, 0, 0, 0, 0,       0,"23.17892073534774"," 94.24154026363479","Upper Chindwin District, Thitchauk",78.96288,20.59368
"4",  4,"East Bengal and Assam","Makum","Lakhimpur","Upper Ledo",NA, 1,NA,NA,NA,"1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,   71682,"27.295447121622605"," 95.77638005448703","Lakhimpur District, Upper Ledo",94.15138,27.20636
"5",  5,"East Bengal and Assam","Makum","Lakhimpur","Ledo Valley (East and West)",NA, 1,NA,NA,NA,"1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,   99416,"27.2901320511715"," 95.78300164196853","Lakhimpur District, Ledo Valley (East and West)",94.15138,27.20636
"6",  6,"East Bengal and Assam","Makum","Lakhimpur","Tirap",NA, 1,NA,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,   25308,"27.2911059963171"," 95.75340231815142","Lakhimpur District, Tirap",94.15138,27.20636
"7",  7,"East Bengal and Assam","Makum","Lakhimpur","Namdang",NA, 1,NA,NA,NA,"1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,   36805,"27.265489353155118"," 95.72136709472396","Lakhimpur District, Namdang",94.15138,27.20636
"8",  8,"East Bengal and Assam","Makum","Lakhimpur","Tikak",NA, 1,NA,NA,NA,"1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,   63883,"27.28437578115339"," 95.73341112067588","Lakhimpur District, Tikak",94.15138,27.20636
"9",  9,"East Bengal and Assam","Makum","Lakhimpur","Ramring",NA, 1,NA,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Lakhimpur District, Ramring",94.15138,27.20636
"10", 10,"East Bengal and Assam","Makum","Khasi and Jaintia Hills","Lakadong",NA,NA,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"25.53182062570477"," 92.53027796175728","Khasi and Jaintia Hills District, Lakadong",92.53097,25.53074
"11", 11,"East Bengal and Assam","Makum","Khasi and Jaintia Hills","Maolong",NA,NA,NA,NA,NA,"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"25.61760465966456"," 91.97444045322061","Khasi and Jaintia Hills District, Maolong",78.96288,20.59368
"12", 12,"East Bengal and Assam","Makum","Sibsagar","Dikhu Valley",NA,NA,NA,NA,NA,"1854",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"26.857812434594006"," 94.7615105736715","Sibsagar District, Dikhu Valley",94.48256,26.99348
"13", 13,"East Bengal and Assam","Makum","Sibsagar","Suffrai",NA,NA,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"26.981126086978392"," 94.95340966547747","Sibsagar District, Suffrai",94.64503,27.00308
"14", 14,"East Bengal and Assam","Makum",NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,     142,NA,NA,"NA District, NA",78.96288,20.59368
"15", 15,"Bengal","Daltonganj","Palamau","Rajhara",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,   84996,"24.164100705858203"," 84.044835100434","Palamau District, Rajhara",84.03921,24.16887
"16", 16,"Bengal","Daltonganj","Palamau","Singra",NA, 1,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.079015052075537"," 84.13279896532303","Palamau District, Singra",84.18571,24.12861
"17", 17,"Bengal","Daltonganj","Palamau","Singra",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.079015052075537"," 84.13279896532303","Palamau District, Singra",84.18571,24.12861
"18", 18,"Bengal","Giridih","Hazaribagh","Dhobidih",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,   25273,"24.26291160390313"," 85.70080717272717","Hazaribagh District, Dhobidih",85.35496,23.97873
"19", 19,"Bengal","Giridih","Hazaribagh","Khuldiha",NA, 1,NA,NA,NA,"1869",NA,NA,NA,NA,NA,NA,NA,NA,NA,   92896,"24.666112517131744"," 85.41850683748417","Hazaribagh District, Khuldiha",85.35496,23.97873
"20", 20,"Bengal","Giridih","Hazaribagh","Kurhurbari and Serampore",NA, 1,NA,NA,NA,"1871/1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,  559535,"24.189331150860763"," 86.41086162536165","Hazaribagh District, Kurhurbari and Serampore",88.34058,22.75052
"21", 21,"Bengal","Giridih","Hazaribagh","Pahardih",NA, 1,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.660163327065636"," 86.44275412853442","Hazaribagh District, Pahardih",85.35496,23.97873
"22", 22,"Bengal","Giridih","Hazaribagh","Baroadih",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.8796687827084"," 85.22923533366551","Hazaribagh District, Baroadih",85.38402,24.42515
"23", 23,"Bengal","Giridih","Hazaribagh","Bayra or Lakhoria",NA,NA, 1,NA,NA,"1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.344254942908"," 86.82710896052703","Hazaribagh District, Bayra or Lakhoria",85.35496,23.97873
"24", 24,"Bengal","Giridih","Hazaribagh","Budheadih",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.737973621536504"," 86.1382798079052","Hazaribagh District, Budheadih",85.35496,23.97873
"25", 25,"Bengal","Giridih","Hazaribagh","Buriadih or Chunjka",NA,NA, 1,NA,NA,"1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1600,"24.154165945409286"," 86.30140093253945","Hazaribagh District, Buriadih or Chunjka",85.35496,23.97873
"26", 26,"Bengal","Giridih","Hazaribagh","Kabribad",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Hazaribagh District, Kabribad",85.35496,23.97873
"27", 27,"Bengal","Giridih","Hazaribagh","Lakhari, Mohalichua and Sikdardih","3 mines",NA, 1,NA,NA,"1904/1907/1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.218995500073735"," 86.25501230693455","Hazaribagh District, Lakhari, Mohalichua and Sikdardih",85.35496,23.97873
"28", 28,"Bengal","Giridih","Hazaribagh","Pereyalata",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Hazaribagh District, Pereyalata",85.35496,23.97873
"29", 29,"Bengal","Giridih","Hazaribagh","Parowatola",NA,NA, 1,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Hazaribagh District, Parowatola",85.35496,23.97873
"30", 30,"Bengal","Giridih","Hazaribagh","Phoosri-Noonibera (non-active)","non-active",NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    1224,"23.761113897198193"," 85.99583810403063","Hazaribagh District, Phoosri-Noonibera (non-active)",85.35496,23.97873
"31", 31,"Bengal","Jharia","Manbhum","Alkusa and Kustore","North", 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,  161501,"23.76620667416138"," 86.38646457131614","Manbhum District, Alkusa and Kustore",86.38708,23.77029
"32", 32,"Bengal","Jharia","Manbhum","Angarpatra",NA, 1,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.78515014854406"," 86.31373112351919","Manbhum District, Angarpatra",86.31486,23.78790
"33", 33,"Bengal","Jharia","Manbhum","Angarpatra",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   65590,"23.78515014854406"," 86.31373112351919","Manbhum District, Angarpatra",86.31486,23.78790
"34", 34,"Bengal","Jharia","Manbhum","Angarpatra",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.78515014854406"," 86.31373112351919","Manbhum District, Angarpatra",86.31486,23.78790
"35", 35,"Bengal","Jharia","Manbhum","Angapatra",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    5944,"23.78515014854406"," 86.31373112351919","Manbhum District, Angapatra",78.96288,20.59368
"36", 36,"Bengal","Jharia","Manbhum","Angarpatra and Kantapahari",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   18510,"23.795963442639685"," 86.31635753789149","Manbhum District, Angarpatra and Kantapahari",87.04181,22.64262
"37", 37,"Bengal","Jharia","Manbhum","Angarpatra and Kantapahari",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,   16973,"23.795963442639685"," 86.31635753789149","Manbhum District, Angarpatra and Kantapahari",87.04181,22.64262
"38", 38,"Bengal","Jharia","Manbhum","Asakuti",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,   18990,"23.780804435877723"," 86.22714034211607","Manbhum District, Asakuti",78.96288,20.59368
"39", 39,"Bengal","Jharia","Manbhum","Bansjora and Sendra",NA, 1,NA,NA,NA,"1901/1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    5033,"23.79399010583176"," 86.34981658927089","Manbhum District, Bansjora and Sendra",86.22855,23.76206
"40", 40,"Bengal","Jharia","Manbhum","Banstakola",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   45099,"23.77173396533108"," 86.40476850102328","Manbhum District, Banstakola",86.41123,23.76868
"41", 41,"Bengal","Jharia","Manbhum","Basadebpur",NA, 1,NA,NA,NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.786150233574276"," 86.87494355902953","Manbhum District, Basadebpur",86.73379,21.13177
"42", 42,"Bengal","Jharia","Manbhum","Bulliari and Khaira",NA, 1,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,   66361,"25.570531406482225"," 87.62601999091115; 23.753673714886165","Manbhum District, Bulliari and Khaira",78.96288,20.59368
"43", 43,"Bengal","Jharia","Manbhum","Benahir",NA, 1,NA,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,   86652,"NA",NA,"Manbhum District, Benahir",85.31312,25.09607
"44", 44,"Bengal","Jharia","Manbhum","Bhanga",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,   51748,"24.877901862726787"," 87.04523850096673","Manbhum District, Bhanga",78.96288,20.59368
"45", 45,"Bengal","Jharia","Manbhum","Bhangaband",NA, 1,NA,NA,NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,  107743,"23.743810963602975"," 86.37708506916084","Manbhum District, Bhangaband",87.25686,22.62632
"46", 46,"Bengal","Jharia","Manbhum","Bhangaband",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.743810963602975"," 86.37708506916084","Manbhum District, Bhangaband",87.25686,22.62632
"47", 47,"Bengal","Jharia","Manbhum","Bhalgora, Simlabahal, and Barrahgurh","3 mines", 1,NA,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,  174305,"23.738798331247054"," 86.40150941142554","Manbhum District, Bhalgora, Simlabahal, and Barrahgurh",83.63202,21.34702
"48", 48,"Bengal","Jharia","Manbhum","Bhatdhi",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   56244,"23.688218172671984"," 86.42945717469063","Manbhum District, Bhatdhi",86.26284,23.71388
"49", 49,"Bengal","Jharia","Manbhum","Bhelatand",NA, 1,NA,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1000,"23.773994684018845"," 86.31636556254874","Manbhum District, Bhelatand",86.31612,23.77159
"50", 50,"Bengal","Jharia","Manbhum","Bhowra",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,  186344,"23.684958978521855"," 86.39149449512142","Manbhum District, Bhowra",86.39785,23.68513
"51", 51,"Bengal","Jharia","Manbhum","Bhuggutdih",NA, 1,NA,NA,NA,"1890",NA,NA,NA,NA,NA,NA,NA,NA,NA,  108660,"23.77089931568021"," 86.40762239815108","Manbhum District, Bhuggutdih",86.41367,23.76348
"52", 52,"Bengal","Jharia","Manbhum","Bhulanbarari",NA, 1,NA,NA,NA,"1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,  143986,"23.69722761170613"," 86.42960412928194","Manbhum District, Bhulanbarari",76.00901,29.76259
"53", 53,"Bengal","Jharia","Manbhum","Bhutgoria, Kupergoria, and Surgojia","3 mines", 1,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,   90709,"23.729135629704473"," 86.39255009631268","Manbhum District, Bhutgoria, Kupergoria, and Surgojia",83.16490,22.94941
"54", 54,"Bengal","Jharia","Manbhum","Brahmanbarari and Bhulanbarari","2 mines", 1,NA,NA,NA,"1894/1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,  272798,"23.69722761170613"," 86.42960412928194","Manbhum District, Brahmanbarari and Bhulanbarari",76.00901,29.76259
"55", 55,"Bengal","Jharia","Manbhum","Budruchak",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   40248,"23.789227667527662"," 86.32250589038792","Manbhum District, Budruchak",87.15226,25.26827
"56", 56,"Bengal","Jharia","Manbhum","Burragarh",NA, 1,NA,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4800,"23.742506425416753"," 86.39960734991533","Manbhum District, Burragarh",86.39953,23.74189
"57", 57,"Bengal","Jharia","Manbhum","Busserya",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,   15602,"NA",NA,"Manbhum District, Busserya",78.96288,20.59368
"58", 58,"Bengal","Jharia","Manbhum","Chaitudi",NA, 1,NA,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.78466044096242"," 86.28536973999371","Manbhum District, Chaitudi",78.96288,20.59368
"59", 59,"Bengal","Jharia","Manbhum","Chasnalla",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   45123,"23.65881801047962"," 86.44735843094884","Manbhum District, Chasnalla",86.45162,23.66036
"60", 60,"Bengal","Jharia","Manbhum","Dheriajoba",NA, 1,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,     681,"23.781497673543498"," 86.37349523395169","Manbhum District, Dheriajoba",78.96288,20.59368
"61", 61,"Bengal","Jharia","Manbhum","Emampahari",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Manbhum District, Emampahari",87.83778,24.60681
"62", 62,"Bengal","Jharia","Manbhum","Ena",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   19479,"23.754778950108093"," 86.40009631068477","Manbhum District, Ena",78.96288,20.59368
"63", 63,"Bengal","Jharia","Manbhum","Gandudi",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Manbhum District, Gandudi",78.96288,20.59368
"64", 64,"Bengal","Jharia","Manbhum","Ganeshpur",NA, 1,NA,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,    6946,"23.801735880165367"," 84.89728583954336","Manbhum District, Ganeshpur",78.96288,20.59368
"65", 65,"Bengal","Jharia","Manbhum","Ganglataur",NA, 1,NA,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Manbhum District, Ganglataur",78.96288,20.59368
"66", 66,"Bengal","Jharia","Manbhum","Ganhudia and Dobari","2 mines", 1,NA,NA,NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.138618898335494"," 85.93096857273311","Manbhum District, Ganhudia and Dobari",78.40271,30.41601
"67", 67,"Bengal","Jharia","Manbhum","Ganzlatan",NA, 1,NA,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,   64219,"23.78329579618191"," 86.31875140789788","Manbhum District, Ganzlatan",78.96288,20.59368
"68", 68,"Bengal","Jharia","Manbhum","Gobindpur",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   19801,"23.783318337151997"," 86.21120472290751","Manbhum District, Gobindpur",86.07080,22.64045
"69", 69,"Bengal","Jharia","Manbhum","Gobindpur","South", 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   29889,"23.783318337151997"," 86.21120472290751","Manbhum District, Gobindpur",86.07080,22.64045
"70", 70,"Bengal","Jharia","Manbhum","Godhor",NA, 1,NA,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.781330117290416"," 86.3947438096927","Manbhum District, Godhor",78.96288,20.59368
"71", 71,"Bengal","Jharia","Manbhum","Golakdih",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.743362446982875"," 86.44081702824674","Manbhum District, Golakdih",78.96288,20.59368
"72", 72,"Bengal","Jharia","Manbhum","Gopalichak","West", 1,NA,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,   35063,"23.773921421626806"," 86.3580670661656","Manbhum District, Gopalichak",86.44530,25.22489
"73", 73,"Bengal","Jharia","Manbhum","Gopalichak",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,   57593,"23.773921421626806"," 86.3580670661656","Manbhum District, Gopalichak",86.44530,25.22489
"74", 74,"Bengal","Jharia","Manbhum","Hariladih",NA, 1,NA,NA,NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.8516846776693"," 85.94015954258364","Manbhum District, Hariladih",85.94323,23.84989
"75", 75,"Bengal","Jharia","Manbhum","Hariladih",NA, 1,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.8516846776693"," 85.94015954258364","Manbhum District, Hariladih",85.94323,23.84989
"76", 76,"Bengal","Jharia","Manbhum","Huntodi","Location unclear", 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   57432,"23.79927711750184"," 86.30359571231757","Manbhum District, Huntodi",78.96288,20.59368
"77", 77,"Bengal","Jharia","Manbhum","Imampahari",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Manbhum District, Imampahari",83.00547,25.35635
"78", 78,"Bengal","Jharia","Manbhum","Industry",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,   27857,"NA",NA,"Manbhum District, Industry",78.96288,20.59368
"79", 79,"Bengal","Jharia","Manbhum","Jairampur",NA, 1,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.709931122459082"," 86.43563012360008","Manbhum District, Jairampur",96.01585,27.35204
"80", 80,"Bengal","Jharia","Manbhum","Jairampur",NA, 1,NA,NA,NA,"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.709931122459082"," 86.43563012360008","Manbhum District, Jairampur",96.01585,27.35204
"81", 81,"Bengal","Jharia","Manbhum","Jamadoba","Sectors 1 to 4", 1,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,  249360,"23.707093254757318"," 86.39974605896776","Manbhum District, Jamadoba",86.41367,23.71595
"82", 82,"Bengal","Jharia","Manbhum","Jharia Khas",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,  138322,"23.742637408158902"," 86.40392491079466","Manbhum District, Jharia Khas",86.40228,23.74094
"83", 83,"Bengal","Jharia","Manbhum","Jharia Khas",NA, 1,NA,NA,NA,"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.742637408158902"," 86.40392491079466","Manbhum District, Jharia Khas",86.40228,23.74094
"84", 84,"Bengal","Jharia","Manbhum","Jharia","East", 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2107,"23.743270335892213"," 86.41320559614398","Manbhum District, Jharia",86.41114,23.74263
"85", 85,"Bengal","Jharia","Manbhum","Jinagora",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    8499,"23.708687689156775"," 86.44323353307256","Manbhum District, Jinagora",86.44322,23.70858
"86", 86,"Bengal","Jharia","Manbhum","Jogta",NA, 1,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.79036948315661"," 86.32811618835294","Manbhum District, Jogta",86.32832,23.78935
"87", 87,"Bengal","Jharia","Manbhum","Kankani",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,   90021,"23.779448309026908"," 86.34348874782108","Manbhum District, Kankani",73.06857,26.06519
"88", 88,"Bengal","Jharia","Manbhum","Kantapahari",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.798152977598757"," 86.31885248311976","Manbhum District, Kantapahari",87.04181,22.64262
"89", 89,"Bengal","Jharia","Manbhum","Kantapahari",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.798152977598757"," 86.31885248311976","Manbhum District, Kantapahari",87.04181,22.64262
"90", 90,"Bengal","Jharia","Manbhum","Kantapahari","West", 1,NA,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2439,"23.798152977598757"," 86.31885248311976","Manbhum District, Kantapahari",87.04181,22.64262
"91", 91,"Bengal","Jharia","Manbhum","Kantapahari and Angarpatra","2 mines", 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.798152977598757"," 86.31885248311976","Manbhum District, Kantapahari and Angarpatra",86.31486,23.78790
"92", 92,"Bengal","Jharia","Manbhum","Katras",NA, 1,NA,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,  104689,"23.809446182503518"," 86.29430234882155","Manbhum District, Katras",86.29203,23.80815
"93", 93,"Bengal","Jharia","Manbhum","Kendwadih",NA, 1,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,   67528,"23.738476198460805"," 86.37618913328372","Manbhum District, Kendwadih",86.37569,23.73586
"94", 94,"Bengal","Jharia","Manbhum","Kendwadih",NA, 1,NA,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.738476198460805"," 86.37618913328372","Manbhum District, Kendwadih",86.37569,23.73586
"95", 95,"Bengal","Jharia","Manbhum","Kendwadih",NA, 1,NA,NA,NA,"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,   66179,"23.738476198460805"," 86.37618913328372","Manbhum District, Kendwadih",86.37569,23.73586
"96", 96,"Bengal","Jharia","Manbhum","Keska",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.90536473183164"," 86.42192079994737","Manbhum District, Keska",86.42126,23.90327
"97", 97,"Bengal","Jharia","Manbhum","Kessurgurh",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   11172,"23.79286930044413"," 86.2042656031146","Manbhum District, Kessurgurh",78.96288,20.59368
"98", 98,"Bengal","Jharia","Manbhum","Khaira",NA, 1,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.10291214940093"," 85.57675426132329","Manbhum District, Khaira",78.96288,20.59368
"99", 99,"Bengal","Jharia","Manbhum","Khas Jharia",NA, 1,NA,NA,NA,"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,   67982,"23.74273284344863"," 86.40578996805647","Manbhum District, Khas Jharia",86.40228,23.74094
"100",100,"Bengal","Jharia","Manbhum","Khera",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.276437630230138"," 84.70768061877034","Manbhum District, Khera",78.96288,20.59368
"101",101,"Bengal","Jharia","Manbhum","Koradih",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.8318453042089"," 86.27103652916735","Manbhum District, Koradih",86.27045,23.83288
"102",102,"Bengal","Jharia","Manbhum","Kujama",NA, 1,NA,NA,NA,"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.73095638581621"," 86.43347805507628","Manbhum District, Kujama",78.96288,20.59368
"103",103,"Bengal","Jharia","Manbhum","Kujama","(South) Sects. A&B", 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   15610,"23.73095638581621"," 86.43347805507628","Manbhum District, Kujama",78.96288,20.59368
"104",104,"Bengal","Jharia","Manbhum","Kurkend","Central", 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,   82065,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
"105",105,"Bengal","Jharia","Manbhum","Kurkend",NA, 1,NA,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
"106",106,"Bengal","Jharia","Manbhum","Kurkend",NA, 1,NA,NA,NA,"1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
"107",107,"Bengal","Jharia","Manbhum","Kurkend",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,   53493,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
"108",108,"Bengal","Jharia","Manbhum","Kurkend",NA, 1,NA,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
"109",109,"Bengal","Jharia","Manbhum","Kurkend",NA, 1,NA,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
"110",110,"Bengal","Jharia","Manbhum","Kurkend",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   30421,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
"111",111,"Bengal","Jharia","Manbhum","Kurkend","East", 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   35636,"23.773422213846096"," 86.36749056508884","Manbhum District, Kurkend",78.96288,20.59368
